clip,sampleIndex,timeUtc,latitude,longitude,speed,speedUnits,fixStatus,accelX,accelY,accelZ,accelUnits
20260713053015_000201F.MP4,23,2026-07-13T10:30:38+00:00,40.8112915,-96.689974,7.24,mph,active,-0.096,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,24,2026-07-13T10:30:39+00:00,40.8112874,-96.6900228,7.2,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,25,2026-07-13T10:30:40+00:00,40.8112874,-96.6900553,7.26,mph,active,-0.096,-0.192,,g (estimated)
20260713053015_000201F.MP4,26,2026-07-13T10:30:41+00:00,40.8112874,-96.6901042,7.76,mph,active,0.0,-0.096,,g (estimated)
20260713053015_000201F.MP4,27,2026-07-13T10:30:42+00:00,40.8112874,-96.690153,8.15,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,28,2026-07-13T10:30:43+00:00,40.8112874,-96.6902181,8.19,mph,active,-0.096,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,29,2026-07-13T10:30:44+00:00,40.8112915,-96.6902669,8.14,mph,active,-0.048,-0.096,,g (estimated)
20260713053015_000201F.MP4,30,2026-07-13T10:30:45+00:00,40.8112915,-96.6903158,8.59,mph,active,0.0,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,31,2026-07-13T10:30:46+00:00,40.8112956,-96.6903646,8.35,mph,active,-0.048,-0.096,,g (estimated)
20260713053015_000201F.MP4,32,2026-07-13T10:30:47+00:00,40.8112956,-96.6904134,7.65,mph,active,-0.048,-0.096,,g (estimated)
20260713053015_000201F.MP4,33,2026-07-13T10:30:48+00:00,40.8112956,-96.6904622,6.87,mph,active,0.0,0.0,,g (estimated)
20260713053015_000201F.MP4,34,2026-07-13T10:30:49+00:00,40.8112915,-96.6904948,4.75,mph,active,-0.048,-0.048,,g (estimated)
20260713053015_000201F.MP4,35,2026-07-13T10:30:50+00:00,40.8112915,-96.6905111,0.0,mph,active,-0.096,-0.14400000000000002,,g (estimated)
