point_idx,video_time_sec,true_time_local,true_time_utc,trip,click_lat,click_lon,confidence_pct,notes,triggers,trigger_labels,custom_trigger,trg_enter_intersection,trg_exit_intersection,trg_begin_stop,trg_finish_stop,trg_blinker_on,trg_lane_change_begin,trg_lane_change_finish,trg_turn_begin_nonint,trg_turn_finish_nonint,location_held,stop_group,wire_yellow,wire_green,signal_state,gps_mean_lat,gps_mean_lon,garmin_lat,garmin_lon,gopro_lat,gopro_lon,redtiger_lat,redtiger_lon,rove_lat,rove_lon
0,0.00,2026-07-13T05:28:00-05:00,2026-07-13T10:28:00+00:00,1,40.8111465928225,-96.68940279632808,95,"at starting area, high confidence",begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,1,0,0,off,40.8111348,-96.689459,40.8110815,-96.6894486,40.811177,-96.6894718,40.811145,-96.6894857,40.8111357,-96.6894297
1,137.31,2026-07-13T05:30:17.310000-05:00,2026-07-13T10:30:17.310000+00:00,1,40.8111430413901,-96.68940279632808,95,,finish_stop|turn_begin_nonint,finished stop|start turn that is not at an intersection,,0,0,0,1,0,0,0,1,0,no,,1,1,left,40.8111332,-96.6894597,40.8110815,-96.6894486,40.8111581,-96.6894843,40.8111532,-96.6894694,40.81114,-96.6894363
2,147.95,2026-07-13T05:30:27.950000-05:00,2026-07-13T10:30:27.950000+00:00,1,40.81128970662774,-96.68962877243757,85,"third parking spot as marker, moderate high confidence",turn_finish_nonint,finish turn that is not an intersection,,0,0,0,0,0,0,0,0,1,no,,0,0,off,40.8112527,-96.6895959,40.8112046,-96.689538,40.8112832,-96.6896317,40.811263,-96.6896322,40.8112598,-96.6895818
3,153.24,2026-07-13T05:30:33.240000-05:00,2026-07-13T10:30:33.240000+00:00,1,40.81129021913474,-96.68980311602357,75,"crossing parking lot intersection, moderate conf",enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8112682,-96.6897876,40.8112302,-96.6897286,40.8112969,-96.6898226,40.8112834,-96.6898112,40.8112625,-96.689788
4,157.65,2026-07-13T05:30:37.650000-05:00,2026-07-13T10:30:37.650000+00:00,1,40.81128616277191,-96.68996270745994,75,"finished crossing parking lot intersection, moderate conf",exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8112753,-96.6899219,40.81124,-96.689863,40.8113035,-96.6899597,40.8112915,-96.6899414,40.8112662,-96.6899235
5,169.94,2026-07-13T05:30:49.940000-05:00,2026-07-13T10:30:49.940000+00:00,1,40.81129479471307,-96.69049646705389,75,"stopped at stop sign to leave parking lot, moderate confidence",begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,2,1,0,right,40.8112961,-96.690493,40.8112955,-96.6904601,40.8113215,-96.6905166,40.8112915,-96.6904948,40.8112757,-96.6905005
6,172.50,2026-07-13T05:30:52.500000-05:00,2026-07-13T10:30:52.500000+00:00,1,40.81129479471307,-96.69049646705389,75,"stopped at stop sign to leave parking lot, moderate confidence",finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,2,0,0,right,40.8112968,-96.6905223,40.8113011,-96.6905125,40.8113219,-96.690531,40.8112915,-96.6905273,40.8112728,-96.6905183
7,176.47,2026-07-13T05:30:56.470000-05:00,2026-07-13T10:30:56.470000+00:00,1,40.81130849512696,-96.69056218117477,75,"turning to leave parking lot, moderate confidence",enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,1,1,right,40.8113021,-96.6905754,40.8113072,-96.6905643,40.8113267,-96.6905899,40.8112956,-96.6905762,40.811279,-96.690571
8,180.35,2026-07-13T05:31:00.350000-05:00,2026-07-13T10:31:00.350000+00:00,1,40.81135314932128,-96.69061783701184,75,"finishing turn from parking lot, crosswalk as reference, moderate confidence",exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,right,40.8113251,-96.6906323,40.8113188,-96.6906212,40.8113557,-96.6906533,40.81132,-96.690625,40.8113058,-96.6906298
9,198.87,2026-07-13T05:31:18.870000-05:00,2026-07-13T10:31:18.870000+00:00,1,40.81232453716847,-96.69061649590732,75,"stopped before parking spot, moderate conf",begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,3,0,1,left,40.8123131,-96.6906651,40.8123101,-96.6906573,40.812329,-96.690671,40.8123169,-96.6906738,40.8122963,-96.6906582
10,201.16,2026-07-13T05:31:21.160000-05:00,2026-07-13T10:31:21.160000+00:00,1,40.81232453716847,-96.69061649590732,75,"stopped before parking spot, moderate conf",finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,3,0,0,left,40.8123172,-96.6906641,40.8123118,-96.6906562,40.8123304,-96.6906745,40.812325,-96.6906738,40.8123018,-96.6906517
11,204.90,2026-07-13T05:31:24.900000-05:00,2026-07-13T10:31:24.900000+00:00,1,40.81237680849114,-96.69061649590732,75,"crossed crosswalk,  moderate confidence",enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,1,0,left,40.8123586,-96.6906639,40.8123517,-96.6906482,40.812374,-96.6906815,40.8123576,-96.6906738,40.812351,-96.6906522
12,208.20,2026-07-13T05:31:28.200000-05:00,2026-07-13T10:31:28.200000+00:00,1,40.81252043317249,-96.69073920696975,65,"just before crosswalk and drain,  moderate low confidence",exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,left,40.8125008,-96.690746,40.8125124,-96.690703,40.8125057,-96.6907762,40.8125041,-96.6907552,40.8124812,-96.6907495
13,237.21,2026-07-13T05:31:57.210000-05:00,2026-07-13T10:31:57.210000+00:00,1,40.81253972625179,-96.693668179214,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,4,1,1,brake,40.8125432,-96.6936848,40.8125428,-96.6936995,40.8125509,-96.6936684,40.8125529,-96.6936849,40.8125262,-96.6936865
14,265.52,2026-07-13T05:32:25.520000-05:00,2026-07-13T10:32:25.520000+00:00,1,40.81253972625179,-96.693668179214,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,4,0,0,off,40.8125419,-96.6936806,40.8125431,-96.6936806,40.812549,-96.6936817,40.8125488,-96.6936686,40.8125267,-96.6936915
15,266.84,2026-07-13T05:32:26.840000-05:00,2026-07-13T10:32:26.840000+00:00,1,40.81254226259179,-96.69376339763406,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125422,-96.6937044,40.8125427,-96.6936898,40.812549,-96.6937162,40.8125488,-96.6936849,40.8125285,-96.6937268
16,271.46,2026-07-13T05:32:31.460000-05:00,2026-07-13T10:32:31.460000+00:00,1,40.812526533773074,-96.69417377561332,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125374,-96.6941197,40.8125414,-96.694133,40.812544,-96.6941308,40.8125366,-96.6940918,40.8125275,-96.6941233
17,280.09,2026-07-13T05:32:40.090000-05:00,2026-07-13T10:32:40.090000+00:00,1,40.812491007449985,-96.69521983712913,60,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8124998,-96.6952152,40.8124961,-96.6952275,40.8125058,-96.6952185,40.8125,-96.6951986,40.8124973,-96.6952163
18,281.44,2026-07-13T05:32:41.440000-05:00,2026-07-13T10:32:41.440000+00:00,1,40.81249303611066,-96.69542636722329,60,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8124978,-96.6953422,40.8124946,-96.695354,40.8125051,-96.6953442,40.8124959,-96.6953288,40.8124958,-96.695342
19,290.85,2026-07-13T05:32:50.850000-05:00,2026-07-13T10:32:50.850000+00:00,1,40.8124950671795,-96.69664476066829,60,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125031,-96.6965113,40.812503,-96.6965245,40.8125143,-96.6965098,40.8125,-96.6965007,40.812495,-96.69651
20,292.44,2026-07-13T05:32:52.440000-05:00,2026-07-13T10:32:52.440000+00:00,1,40.812497096184075,-96.69687543064357,70,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125021,-96.6967853,40.8125029,-96.6968033,40.8125131,-96.6967819,40.8125,-96.6967773,40.8124925,-96.6967785
21,305.87,2026-07-13T05:33:05.870000-05:00,2026-07-13T10:33:05.870000+00:00,1,40.8125067397175,-96.69800128787756,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,5,1,1,brake,40.8125145,-96.6980318,40.8125175,-96.6980353,40.8125238,-96.6980129,40.8125122,-96.6980306,40.8125043,-96.6980483
22,324.50,2026-07-13T05:33:24.500000-05:00,2026-07-13T10:33:24.500000+00:00,1,40.8125067397175,-96.69800128787756,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,5,0,0,off,40.8125168,-96.6980352,40.8125173,-96.6980277,40.8125227,-96.6980165,40.8125244,-96.6980469,40.8125028,-96.6980498
23,327.19,2026-07-13T05:33:27.190000-05:00,2026-07-13T10:33:27.190000+00:00,1,40.81250521753425,-96.69808711856604,65,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125135,-96.6980955,40.8125099,-96.6980963,40.8125233,-96.6980837,40.8125203,-96.6980957,40.8125005,-96.6981062
24,330.13,2026-07-13T05:33:30.130000-05:00,2026-07-13T10:33:30.130000+00:00,1,40.812501158321446,-96.69831912964582,65,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125118,-96.6982975,40.8125085,-96.6983081,40.8125216,-96.698294,40.8125203,-96.698291,40.8124968,-96.6982968
25,343.80,2026-07-13T05:33:43.800000-05:00,2026-07-13T10:33:43.800000+00:00,1,40.81250166479847,-96.69942889362575,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,6,1,1,brake,40.8125096,-96.6994125,40.8125102,-96.6994372,40.8125228,-96.6993828,40.8125081,-96.6993978,40.8124973,-96.6994322
26,345.68,2026-07-13T05:33:45.680000-05:00,2026-07-13T10:33:45.680000+00:00,1,40.81250166479847,-96.69942889362575,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,6,0,0,off,40.8125093,-96.6994216,40.8125112,-96.6994392,40.8125217,-96.6993917,40.8125041,-96.6994141,40.8125002,-96.6994413
27,350.18,2026-07-13T05:33:50.180000-05:00,2026-07-13T10:33:50.180000+00:00,1,40.81250291358856,-96.69959552586079,60,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.812509,-96.6995856,40.8125123,-96.6996021,40.8125191,-96.6995793,40.8125,-96.6995605,40.8125047,-96.6996005
28,352.11,2026-07-13T05:33:52.110000-05:00,2026-07-13T10:33:52.110000+00:00,1,40.81250267930066,-96.69978160411121,60,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125094,-96.6997554,40.8125121,-96.6997718,40.8125192,-96.6997447,40.8125,-96.6997396,40.8125063,-96.6997653
29,364.09,2026-07-13T05:34:04.090000-05:00,2026-07-13T10:34:04.090000+00:00,1,40.81250775353154,-96.70105163007975,60,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125117,-96.7010708,40.8125143,-96.7010878,40.8125224,-96.701054,40.8125122,-96.7010742,40.812498,-96.7010672
30,365.71,2026-07-13T05:34:05.710000-05:00,2026-07-13T10:34:05.710000+00:00,1,40.81250673885742,-96.70129235833885,60,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125121,-96.7011869,40.8125153,-96.7012034,40.8125226,-96.7011709,40.8125122,-96.7011882,40.8124983,-96.7011852
31,380.34,2026-07-13T05:34:20.340000-05:00,2026-07-13T10:34:20.340000+00:00,1,40.812509785288015,-96.70224856585266,60,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,7,1,1,brake,40.812522,-96.702281,40.812522,-96.7022981,40.8125192,-96.702245,40.8125326,-96.7022786,40.8125143,-96.7023022
32,382.96,2026-07-13T05:34:22.960000-05:00,2026-07-13T10:34:22.960000+00:00,1,40.812509785288015,-96.70224856585266,60,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,7,0,0,off,40.8125243,-96.7022755,40.812522,-96.702288,40.8125193,-96.7022498,40.8125407,-96.7022624,40.8125153,-96.702302
33,387.00,2026-07-13T05:34:27-05:00,2026-07-13T10:34:27+00:00,1,40.81251131263166,-96.70250203460455,60,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125377,-96.7024822,40.812523,-96.7025067,40.8125176,-96.7024803,40.8125936,-96.7024414,40.8125168,-96.7025002
34,389.73,2026-07-13T05:34:29.730000-05:00,2026-07-13T10:34:29.730000+00:00,1,40.81250827032959,-96.70274276286365,60,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125401,-96.7026384,40.812533,-96.7026754,40.8125216,-96.702639,40.8125936,-96.7025879,40.8125122,-96.7026515
35,405.00,2026-07-13T05:34:45-05:00,2026-07-13T10:34:45+00:00,1,40.81251689368285,-96.70394171029331,65,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125355,-96.7039652,40.8126038,-96.70397,40.8125239,-96.7039518,40.8125122,-96.7040039,40.8125023,-96.7039353
36,406.87,2026-07-13T05:34:46.870000-05:00,2026-07-13T10:34:46.870000+00:00,1,40.812515372015895,-96.7041898146272,65,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125368,-96.7040743,40.8126006,-96.7040766,40.8125261,-96.7040586,40.8125163,-96.7041178,40.8125042,-96.7040443
37,416.96,2026-07-13T05:34:56.960000-05:00,2026-07-13T10:34:56.960000+00:00,1,40.81252095272271,-96.70539144426584,65,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125365,-96.7052752,40.8125643,-96.7052923,40.8125335,-96.7052327,40.8125203,-96.705306,40.812528,-96.7052698
38,418.31,2026-07-13T05:34:58.310000-05:00,2026-07-13T10:34:58.310000+00:00,1,40.81251232747776,-96.70557785779239,50,"clear area, hard to find location",blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,right,40.8125347,-96.7055184,40.8125597,-96.7055292,40.8125323,-96.7054705,40.8125203,-96.7055664,40.8125267,-96.7055075
39,419.27,2026-07-13T05:34:59.270000-05:00,2026-07-13T10:34:59.270000+00:00,1,40.812510297613564,-96.7056965455413,65,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,right,40.8125335,-96.7056386,40.8125578,-96.7056544,40.8125314,-96.7055917,40.8125203,-96.7056803,40.8125245,-96.705628
40,420.88,2026-07-13T05:35:00.880000-05:00,2026-07-13T10:35:00.880000+00:00,1,40.81251131228763,-96.70577969402075,55,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,right,40.8125339,-96.705758,40.8125543,-96.7057748,40.8125322,-96.7057133,40.8125244,-96.7057943,40.8125245,-96.7057497
41,424.93,2026-07-13T05:35:04.930000-05:00,2026-07-13T10:35:04.930000+00:00,1,40.81254429365913,-96.70632015913726,75,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,1,1,brake,40.8125472,-96.7062253,40.8125671,-96.7062259,40.8125503,-96.7061766,40.8125285,-96.7062826,40.812543,-96.7062163
42,433.94,2026-07-13T05:35:13.940000-05:00,2026-07-13T10:35:13.940000+00:00,1,40.81255190938701,-96.70689146965744,70,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,right,40.8125631,-96.7068814,40.8125691,-96.7068707,40.8125622,-96.7068351,40.8125448,-96.7069336,40.8125763,-96.706886
43,435.81,2026-07-13T05:35:15.810000-05:00,2026-07-13T10:35:15.810000+00:00,1,40.81258489435067,-96.70696321874857,70,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,right,40.812587,-96.706976,40.812587,-96.7069754,40.8125951,-96.7069283,40.8125651,-96.7070312,40.8126008,-96.7069692
44,451.86,2026-07-13T05:35:31.860000-05:00,2026-07-13T10:35:31.860000+00:00,1,40.813442058610555,-96.70697059482339,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,8,1,1,brake,40.8134093,-96.7070238,40.8134091,-96.7070132,40.8134282,-96.7069724,40.813383,-96.7071126,40.8134168,-96.706997
45,482.55,2026-07-13T05:36:02.550000-05:00,2026-07-13T10:36:02.550000+00:00,1,40.813442058610555,-96.70697059482339,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,8,0,0,off,40.8134385,-96.7070496,40.8134025,-96.7070132,40.8134659,-96.707045,40.8134684,-96.7071452,40.8134172,-96.706995
46,485.86,2026-07-13T05:36:05.860000-05:00,2026-07-13T10:36:05.860000+00:00,1,40.8135004292198,-96.70697193592788,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.813491,-96.7070416,40.8134511,-96.7069962,40.8135295,-96.7070505,40.8135132,-96.7071289,40.81347,-96.7069907
47,488.68,2026-07-13T05:36:08.680000-05:00,2026-07-13T10:36:08.680000+00:00,1,40.81373639703742,-96.70697327703238,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8136679,-96.7070456,40.8136211,-96.706996,40.8137103,-96.7070528,40.8136841,-96.7071452,40.8136562,-96.7069883
48,489.28,2026-07-13T05:36:09.280000-05:00,2026-07-13T10:36:09.280000+00:00,1,40.813795781870134,-96.70697260648014,75,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,0,right,40.8137489,-96.7070448,40.8137041,-96.7069962,40.8137922,-96.7070491,40.8137614,-96.7071452,40.813738,-96.7069887
49,490.56,2026-07-13T05:36:10.560000-05:00,2026-07-13T10:36:10.560000+00:00,1,40.81386125629066,-96.70696858316663,50,hard to gauge how far from crosswalk the car has gone,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,right,40.8138349,-96.7070428,40.8137936,-96.7069893,40.8138793,-96.7070473,40.8138428,-96.7071452,40.8138238,-96.7069893
50,496.57,2026-07-13T05:36:16.570000-05:00,2026-07-13T10:36:16.570000+00:00,1,40.8144382786286,-96.70693237334491,60,hard to gauge how far from crosswalk the car has gone,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,0,0,off,40.8144086,-96.7069971,40.8143898,-96.706947,40.8144501,-96.7070044,40.8144002,-96.7070801,40.8143942,-96.7069568
51,498.17,2026-07-13T05:36:18.170000-05:00,2026-07-13T10:36:18.170000+00:00,1,40.814649900667,-96.70693304389715,70,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.814612,-96.7069848,40.8145905,-96.7069385,40.8146521,-96.706999,40.8146037,-96.7070475,40.8146018,-96.7069543
52,499.94,2026-07-13T05:36:19.940000-05:00,2026-07-13T10:36:19.940000+00:00,1,40.81486453257445,-96.70693438500167,70,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8147179,-96.7069835,40.8146954,-96.7069366,40.8147553,-96.7069975,40.8147135,-96.7070475,40.8147072,-96.7069525
53,508.88,2026-07-13T05:36:28.880000-05:00,2026-07-13T10:36:28.880000+00:00,1,40.815740949898284,-96.70695047825575,70,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8156349,-96.707005,40.8156285,-96.7069309,40.8156704,-96.7070171,40.8156128,-96.7070964,40.815628,-96.7069758
54,510.48,2026-07-13T05:36:30.480000-05:00,2026-07-13T10:36:30.480000+00:00,1,40.815942453387834,-96.70694913715127,70,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8158506,-96.7070107,40.8158524,-96.7069503,40.8158798,-96.7070226,40.8158285,-96.7070964,40.8158417,-96.7069735
55,525.43,2026-07-13T05:36:45.430000-05:00,2026-07-13T10:36:45.430000+00:00,1,40.81758771202307,-96.70719590038061,60,"using sign as a reference, hard to gauge distance from sign",blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,0,off,40.817554,-96.7071943,40.8175674,-96.7071612,40.8175511,-96.7072142,40.8175618,-96.7072103,40.8175358,-96.7071913
56,528.65,2026-07-13T05:36:48.650000-05:00,2026-07-13T10:36:48.650000+00:00,1,40.817706532361946,-96.70727234333754,40,"very hard to tell location, rough estimate",lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,1,right,40.8178866,-96.7074038,40.8178962,-96.7073831,40.8178851,-96.7074121,40.8178955,-96.7074219,40.8178698,-96.7073983
57,532.38,2026-07-13T05:36:52.380000-05:00,2026-07-13T10:36:52.380000+00:00,1,40.81836059085766,-96.70765589922668,65,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,0,0,off,40.8183449,-96.7076688,40.8183456,-96.707649,40.8183415,-96.7076752,40.8183594,-96.7076823,40.8183332,-96.7076688
58,539.69,2026-07-13T05:36:59.690000-05:00,2026-07-13T10:36:59.690000+00:00,1,40.81911975328929,-96.70810181647539,70,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.819105,-96.7081303,40.8191079,-96.7081281,40.8191043,-96.7081258,40.8191162,-96.708138,40.8190917,-96.7081292
59,540.41,2026-07-13T05:37:00.410000-05:00,2026-07-13T10:37:00.410000+00:00,1,40.819277050617636,-96.7081628367305,70,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8192188,-96.7081833,40.8192227,-96.7081809,40.8192169,-96.7081725,40.8192301,-96.7082031,40.8192057,-96.7081768
60,570.37,2026-07-13T05:37:30.370000-05:00,2026-07-13T10:37:30.370000+00:00,1,40.82204367538279,-96.70746546238662,70,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8220601,-96.707516,40.8220395,-96.7075309,40.8220586,-96.707491,40.8220907,-96.7075195,40.8220517,-96.7075225
61,574.65,2026-07-13T05:37:34.650000-05:00,2026-07-13T10:37:34.650000+00:00,1,40.82234759762597,-96.7071469500661,70,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8222718,-96.7072576,40.8222513,-96.7072637,40.8222803,-96.7072371,40.82229,-96.7072591,40.8222657,-96.7072705
62,610.74,2026-07-13T05:38:10.740000-05:00,2026-07-13T10:38:10.740000+00:00,1,40.82486343045085,-96.70270118862392,40,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,0,off,40.8248573,-96.702775,40.8248413,-96.7027824,40.8248685,-96.7027376,40.8248535,-96.7027832,40.8248658,-96.702797
63,612.65,2026-07-13T05:38:12.650000-05:00,2026-07-13T10:38:12.650000+00:00,1,40.825046086196956,-96.70233841985466,60,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,right,40.8250014,-96.7024846,40.8249822,-96.702491,40.8250122,-96.7024463,40.825,-96.7024902,40.8250113,-96.7025108
64,615.79,2026-07-13T05:38:15.790000-05:00,2026-07-13T10:38:15.790000+00:00,1,40.825238396709494,-96.70189250260593,45,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,1,1,brake,40.8251963,-96.7020376,40.8251763,-96.7020422,40.825208,-96.7019959,40.8251912,-96.7020508,40.8252098,-96.7020613
65,619.65,2026-07-13T05:38:19.650000-05:00,2026-07-13T10:38:19.650000+00:00,1,40.825340912881536,-96.70168999582532,60,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,9,1,1,brake,40.8253555,-96.7017017,40.825342,-96.7017053,40.8253497,-96.7017022,40.8253703,-96.7016764,40.8253602,-96.7017228
66,642.21,2026-07-13T05:38:42.210000-05:00,2026-07-13T10:38:42.210000+00:00,1,40.825340912881536,-96.70168999582532,60,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,9,0,0,off,40.8253434,-96.7017113,40.8253292,-96.7017321,40.8253324,-96.7016897,40.8253499,-96.701709,40.825362,-96.7017145
67,643.34,2026-07-13T05:38:43.340000-05:00,2026-07-13T10:38:43.340000+00:00,1,40.82535257765583,-96.70165110379459,55,"dark, hard to see area",enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8253505,-96.7016984,40.8253315,-96.7017272,40.8253447,-96.7016637,40.825354,-96.701709,40.8253718,-96.7016935
68,646.99,2026-07-13T05:38:46.990000-05:00,2026-07-13T10:38:46.990000+00:00,1,40.825511882446285,-96.70135337859394,55,"dark, hard to see area",exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8254447,-96.7015102,40.8254299,-96.701529,40.8254434,-96.7014666,40.8254476,-96.7015299,40.8254578,-96.7015153
69,652.88,2026-07-13T05:38:52.880000-05:00,2026-07-13T10:38:52.880000+00:00,1,40.82586174803557,-96.70063085854053,35,"hard to see location, pole and lines as reference",blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,one_wire,40.8258139,-96.7007904,40.8257967,-96.7008042,40.825812,-96.7007394,40.8258219,-96.7008301,40.8258248,-96.7007877
70,658.72,2026-07-13T05:38:58.720000-05:00,2026-07-13T10:38:58.720000+00:00,1,40.826300398461626,-96.69969242066145,50,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,1,1,right,40.8262518,-96.6998558,40.8262398,-96.6998641,40.8262485,-96.6998077,40.8262614,-96.6999023,40.8262577,-96.699849
71,662.51,2026-07-13T05:39:02.510000-05:00,2026-07-13T10:39:02.510000+00:00,1,40.8265033638756,-96.69923510402441,50,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,1,0,right,40.8264677,-96.6993295,40.8264526,-96.6993376,40.826463,-96.6992907,40.8264811,-96.6993815,40.8264742,-96.699308
72,671.11,2026-07-13T05:39:11.110000-05:00,2026-07-13T10:39:11.110000+00:00,1,40.82665255159334,-96.69888239353895,80,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,10,1,1,right,40.8266511,-96.698911,40.8266383,-96.6989223,40.8266444,-96.6988891,40.8266683,-96.6989421,40.8266535,-96.6988905
73,733.86,2026-07-13T05:40:13.860000-05:00,2026-07-13T10:40:13.860000+00:00,1,40.82665255159334,-96.69888239353895,80,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,10,0,0,right,40.8266509,-96.698921,40.8266361,-96.6989308,40.826643,-96.698903,40.8266724,-96.6989583,40.826652,-96.698892
74,735.07,2026-07-13T05:40:15.070000-05:00,2026-07-13T10:40:15.070000+00:00,1,40.82665813351861,-96.6988327726722,60,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,right,40.8266586,-96.6988832,40.8266394,-96.6989168,40.8266519,-96.6988516,40.8266846,-96.6989258,40.8266587,-96.6988387
