clip,sample_idx,ts_utc,fix,lat_deg,lon_deg,speed_mph,bearing_raw,year2k,month,day,hour,minute,second
REC20230712-034208-134.mp4,13,2026-04-26T06:02:37+00:00,1,40.8414292,-96.7403803,0,0,26,4,26,6,2,37
REC20230712-034208-134.mp4,14,2026-04-26T06:02:38+00:00,1,40.841429,-96.7403805,0,0,26,4,26,6,2,38
REC20230712-034208-134.mp4,15,2026-04-26T06:02:39+00:00,1,40.841429,-96.7403802,0,0,26,4,26,6,2,39
REC20230712-034208-134.mp4,16,2026-04-26T06:02:40+00:00,1,40.8414287,-96.7403795,0,0,26,4,26,6,2,40
REC20230712-034208-134.mp4,17,2026-04-26T06:02:41+00:00,1,40.841429,-96.740379,0,0,26,4,26,6,2,41
REC20230712-034208-134.mp4,18,2026-04-26T06:02:42+00:00,1,40.8414292,-96.7403782,0,0,26,4,26,6,2,42
REC20230712-034208-134.mp4,19,2026-04-26T06:02:43+00:00,1,40.8414288,-96.7403778,0,0,26,4,26,6,2,43
REC20230712-034208-134.mp4,20,2026-04-26T06:02:44+00:00,1,40.8414285,-96.7403775,0,0,26,4,26,6,2,44
REC20230712-034208-134.mp4,21,2026-04-26T06:02:45+00:00,1,40.8414285,-96.7403772,0,0,26,4,26,6,2,45
REC20230712-034208-134.mp4,22,2026-04-26T06:02:46+00:00,1,40.8414292,-96.740376,0,0,26,4,26,6,2,46
REC20230712-034208-134.mp4,23,2026-04-26T06:02:47+00:00,1,40.8414302,-96.740375,0,0,26,4,26,6,2,47
REC20230712-034208-134.mp4,24,2026-04-26T06:02:48+00:00,1,40.8414308,-96.740374,0,0,26,4,26,6,2,48
