"timeSec","speedMps","rpm","throttlePct","yellowWire","greenWire","obdConnected","arduinoConnected"
-78.960999917984,0,750,16.1,0,0,1,1
-78.8600000858307,0,749,16.1,0,0,1,1
-78.7599999427795,0,752,16.1,0,0,1,1
-78.660000038147,0,753,16.1,0,0,1,1
-78.5589999675751,0,748,16.1,0,0,1,1
-78.4590000629425,0,750,16.1,0,0,1,1
-78.3579999923706,0,746,16.1,0,0,1,1
-78.258000087738,0,749,16.1,0,0,1,1
-78.1570000171661,0,754,16.1,0,0,1,1
-78.0570001125336,0,757,16.1,0,0,1,1
-77.9560000419617,0,762,16.1,0,0,1,1
-77.8559998989105,0,762,16.1,0,0,1,1
-77.755999994278,0,763,16.1,0,0,1,1
-77.6549999237061,0,762,16.1,0,0,1,1
-77.5550000190735,0,758,16.1,0,0,1,1
-77.4539999485016,0,752,16.1,0,0,1,1
-77.354000043869,0,751,16.1,0,0,1,1
-77.2539999008179,0,752,16.1,0,0,1,1
-77.1530000686646,0,749,16.1,0,0,1,1
-77.0529999256134,0,751,16.1,0,0,1,1
-76.9520000934601,0,751,16.1,0,0,1,1
-76.8519999504089,0,752,16.1,0,0,1,1
-76.7520000457764,0,756,16.1,0,0,1,1
-76.6509999752045,0,756,16.1,0,0,1,1
-76.5510000705719,0,758,16.1,0,0,1,1
-76.45,0,762,16.1,0,0,1,1
-76.3500000953674,0,763,16.1,0,0,1,1
-76.2490000247955,0,764,15.7,0,0,1,1
-76.1489998817444,0,763,15.7,0,0,1,1
-76.0489999771118,0,757,15.7,0,0,1,1
-75.9479999065399,0,758,15.7,0,0,1,1
-75.8480000019074,0,758,15.7,0,0,1,1
-75.7469999313355,0,757,15.7,0,0,1,1
-75.6470000267029,0,748,15.7,0,0,1,1
-75.545999956131,0,746,15.7,0,0,1,1
-75.4460000514984,0,748,15.7,0,0,1,1
-75.3459999084473,0,746,15.7,0,0,1,1
-75.2450000762939,0,745,15.7,0,0,1,1
-75.1449999332428,0,746,15.7,0,0,1,1
-75.0440001010895,0,744,15.7,0,0,1,1
-74.9439999580383,0,746,16.1,0,0,1,1
-74.8429998874664,0,747,16.1,0,0,1,1
-74.7429999828339,0,748,15.7,0,0,1,1
-74.6430000782013,0,746,15.7,0,0,1,1
-74.5420000076294,0,746,15.7,0,0,1,1
-74.4420001029968,0,750,15.7,0,0,1,1
-74.3419999599457,0,752,15.7,0,0,1,1
-74.2409998893738,0,751,16.1,0,0,1,1
-74.1400000572205,0,752,16.1,0,0,1,1
-74.0399999141693,0,756,16.1,0,0,1,1
-73.9400000095367,0,754,15.7,0,0,1,1
-73.8389999389648,0,750,15.7,0,0,1,1
-73.7390000343323,0,754,15.7,0,0,1,1
-73.6379999637604,0,756,15.7,0,0,1,1
-73.5380000591278,0,755,16.1,0,0,1,1
-73.4369999885559,0,754,15.3,0,0,1,1
-73.3370000839233,0,746,15.3,0,0,1,1
-73.2360000133514,0,744,15.7,0,0,1,1
-73.1360001087189,0,741,15.7,0,0,1,1
-73.0359999656677,0,766,15.7,0,0,1,1
-72.9349998950958,0,778,15.7,0,0,1,1
-72.8349999904633,0,794,15.7,0,0,1,1
-72.7339999198914,0,804,15.7,0,0,1,1
-72.6340000152588,0,816,15.7,0,0,1,1
-72.5340001106262,0,822,15.7,0,0,1,1
-72.4330000400543,0,833,15.7,0,0,1,1
-72.3329998970032,0,826,15.7,0,0,1,1
-72.2320000648499,0,826,15.7,0,0,1,1
-72.1319999217987,0,822,15.7,0,0,1,1
-72.0310000896454,0,817,15.7,0,0,1,1
-71.9309999465942,0,817,15.7,0,0,1,1
-71.8310000419617,0,811,15.7,0,0,1,1
-71.7299999713898,0,807,15.7,0,0,1,1
-71.6300000667572,0,810,15.7,0,0,1,1
-71.5289999961853,0,819,15.7,0,0,1,1
-71.4290000915527,0,813,15.7,0,0,1,1
-71.3280000209808,0,812,15.7,0,0,1,1
-71.2280001163483,0,811,15.7,0,0,1,1
-71.1270000457764,0,809,15.7,0,0,1,1
-71.0269999027252,0,812,15.7,0,0,1,1
-70.9260000705719,0,812,15.7,0,0,1,1
-70.8259999275208,0,812,15.7,0,0,1,1
-70.7250000953674,0,816,15.7,0,0,1,1
-70.6249999523163,0,814,15.7,0,0,1,1
-70.5250000476837,0,808,15.7,0,0,1,1
-70.4239999771118,0,809,15.7,0,0,1,1
-70.3240000724793,0,809,15.7,0,0,1,1
-70.2230000019074,0,798,15.7,0,0,1,1
-70.1230000972748,0,794,15.3,0,0,1,1
-70.0229999542236,0,795,15.3,0,0,1,1
-69.9219998836517,0,798,15.3,0,0,1,1
-69.8219999790192,0,792,15.3,0,0,1,1
-69.7209999084473,0,794,15.3,0,0,1,1
-69.6210000038147,0,796,15.3,0,0,1,1
-69.5210000991821,0,788,15.3,0,0,1,1
-69.4200000286102,0,784,15.3,0,0,1,1
-69.3199998855591,0,786,15.3,0,0,1,1
-69.2190000534058,0,790,15.3,0,0,1,1
-69.1189999103546,0,785,15.3,0,0,1,1
-69.0180000782013,0,780,15.3,0,0,1,1
-68.9179999351501,0,785,15.3,0,0,1,1
-68.8170001029968,0,777,15.3,0,0,1,1
-68.7169999599457,0,782,15.3,0,0,1,1
-68.6159998893738,0,780,15.3,0,0,1,1
-68.5159999847412,0,777,15.3,0,0,1,1
-68.4160000801086,0,772,15.3,0,0,1,1
-68.3150000095367,0,776,15.3,0,0,1,1
-68.2150001049042,0,773,15.3,0,0,1,1
-68.1140000343323,0,775,15.3,0,0,1,1
-68.0139998912811,0,770,15.3,0,0,1,1
-67.9139999866486,0,766,15.3,0,0,1,1
-67.8129999160767,0,766,15.7,0,0,1,1
-67.7130000114441,0,765,16.1,0,0,1,1
-67.6130001068115,0,768,16.1,0,0,1,1
