"timeSec","segment","latitude","longitude"
44.2,1,40.8111465928225,-96.6894027963281
44.3,1,40.8111465928225,-96.6894027963281
44.4,1,40.8111465928225,-96.6894027963281
44.5,1,40.8111465928225,-96.6894027963281
44.6,1,40.8111465928225,-96.6894027963281
44.7,1,40.8111465928225,-96.6894027963281
44.8,1,40.8111465928225,-96.6894027963281
44.9,1,40.8111465928225,-96.6894027963281
45,1,40.8111465928225,-96.6894027963281
45.1,1,40.8111465928225,-96.6894027963281
45.2,1,40.8111465928225,-96.6894027963281
45.3,1,40.8111465928225,-96.6894027963281
45.4,1,40.8111465928225,-96.6894027963281
45.5,1,40.8111465928225,-96.6894027963281
45.6,1,40.8111465928225,-96.6894027963281
45.7,1,40.8111465928225,-96.6894027963281
45.8,1,40.8111465928225,-96.6894027963281
45.9,1,40.8111465928225,-96.6894027963281
46,1,40.8111465928225,-96.6894027963281
46.1,1,40.8111465928225,-96.6894027963281
46.2,1,40.8111465928225,-96.6894027963281
46.3,1,40.8111465928225,-96.6894027963281
46.4,1,40.8111465928225,-96.6894027963281
46.5,1,40.8111465928225,-96.6894027963281
46.6,1,40.8111465928225,-96.6894027963281
46.7,1,40.8111465928225,-96.6894027963281
46.8,1,40.8111465928225,-96.6894027963281
46.9,1,40.8111465928225,-96.6894027963281
47,1,40.8111465928225,-96.6894027963281
47.1,1,40.8111465928225,-96.6894027963281
47.2,1,40.8111465928225,-96.6894027963281
47.3,1,40.8111465928225,-96.6894027963281
47.4,1,40.8111465928225,-96.6894027963281
47.5,1,40.8111465928225,-96.6894027963281
47.6,1,40.8111465928225,-96.6894027963281
47.7,1,40.8111465928225,-96.6894027963281
47.8,1,40.8111465928225,-96.6894027963281
47.9,1,40.8111465928225,-96.6894027963281
48,1,40.8111465928225,-96.6894027963281
48.1,1,40.8111465928225,-96.6894027963281
48.2,1,40.8111465928225,-96.6894027963281
48.3,1,40.8111465928225,-96.6894027963281
48.4,1,40.8111465928225,-96.6894027963281
48.5,1,40.8111465928225,-96.6894027963281
48.6,1,40.8111465928225,-96.6894027963281
48.7,1,40.8111465928225,-96.6894027963281
48.8,1,40.8111465928225,-96.6894027963281
48.9,1,40.8111465928225,-96.6894027963281
49,1,40.8111465928225,-96.6894027963281
49.1,1,40.8111465928225,-96.6894027963281
49.2,1,40.8111465928225,-96.6894027963281
49.3,1,40.8111465928225,-96.6894027963281
49.4,1,40.8111465928225,-96.6894027963281
49.5,1,40.8111465928225,-96.6894027963281
49.6,1,40.8111465928225,-96.6894027963281
49.7,1,40.8111465928225,-96.6894027963281
49.8,1,40.8111465928225,-96.6894027963281
49.9,1,40.8111465928225,-96.6894027963281
50,1,40.8111465928225,-96.6894027963281
50.1,1,40.8111465928225,-96.6894027963281
50.2,1,40.8111465928225,-96.6894027963281
50.3,1,40.8111465928225,-96.6894027963281
50.4,1,40.8111465928225,-96.6894027963281
50.5,1,40.8111465928225,-96.6894027963281
50.6,1,40.8111465928225,-96.6894027963281
50.7,1,40.8111465928225,-96.6894027963281
50.8,1,40.8111465928225,-96.6894027963281
50.9,1,40.8111465928225,-96.6894027963281
51,1,40.8111465928225,-96.6894027963281
51.1,1,40.8111465928225,-96.6894027963281
51.2,1,40.8111465928225,-96.6894027963281
51.3,1,40.8111465928225,-96.6894027963281
51.4,1,40.8111465928225,-96.6894027963281
51.5,1,40.8111465928225,-96.6894027963281
51.6,1,40.8111465928225,-96.6894027963281
51.7,1,40.8111465928225,-96.6894027963281
51.8,1,40.8111465928225,-96.6894027963281
51.9,1,40.8111465928225,-96.6894027963281
52,1,40.8111465928225,-96.6894027963281
52.1,1,40.8111465928225,-96.6894027963281
52.2,1,40.8111465928225,-96.6894027963281
52.3,1,40.8111465928225,-96.6894027963281
52.4,1,40.8111465928225,-96.6894027963281
52.5,1,40.8111465928225,-96.6894027963281
52.6,1,40.8111465928225,-96.6894027963281
52.7,1,40.8111465928225,-96.6894027963281
52.8,1,40.8111465928225,-96.6894027963281
52.9,1,40.8111465928225,-96.6894027963281
53,1,40.8111465928225,-96.6894027963281
53.1,1,40.8111465928225,-96.6894027963281
53.2,1,40.8111465928225,-96.6894027963281
53.3,1,40.8111465928225,-96.6894027963281
53.4,1,40.8111465928225,-96.6894027963281
53.5,1,40.8111465928225,-96.6894027963281
53.6,1,40.8111465928225,-96.6894027963281
53.7,1,40.8111465928225,-96.6894027963281
53.8,1,40.8111465928225,-96.6894027963281
53.9,1,40.8111465928225,-96.6894027963281
54,1,40.8111465928225,-96.6894027963281
54.1,1,40.8111465928225,-96.6894027963281
54.2,1,40.8111465928225,-96.6894027963281
54.3,1,40.8111465928225,-96.6894027963281
54.4,1,40.8111465928225,-96.6894027963281
54.5,1,40.8111465928225,-96.6894027963281
54.6,1,40.8111465928225,-96.6894027963281
54.7,1,40.8111465928225,-96.6894027963281
54.8,1,40.8111465928225,-96.6894027963281
54.9,1,40.8111465928225,-96.6894027963281
55,1,40.8111465928225,-96.6894027963281
55.1,1,40.8111465928225,-96.6894027963281
55.2,1,40.8111465928225,-96.6894027963281
55.3,1,40.8111465928225,-96.6894027963281
55.4,1,40.8111465928225,-96.6894027963281
55.5,1,40.8111465928225,-96.6894027963281
55.6,1,40.8111465928225,-96.6894027963281
55.7,1,40.8111465928225,-96.6894027963281
55.8,1,40.8111465928225,-96.6894027963281
55.9,1,40.8111465928225,-96.6894027963281
56,1,40.8111465928225,-96.6894027963281
56.1,1,40.8111465928225,-96.6894027963281
56.2,1,40.8111465928225,-96.6894027963281
56.3,1,40.8111465928225,-96.6894027963281
56.4,1,40.8111465928225,-96.6894027963281
56.5,1,40.8111465928225,-96.6894027963281
56.6,1,40.8111465928225,-96.6894027963281
56.7,1,40.8111465928225,-96.6894027963281
56.8,1,40.8111465928225,-96.6894027963281
56.9,1,40.8111465928225,-96.6894027963281
57,1,40.8111465928225,-96.6894027963281
57.1,1,40.8111465928225,-96.6894027963281
57.2,1,40.8111465928225,-96.6894027963281
57.3,1,40.8111465928225,-96.6894027963281
57.4,1,40.8111465928225,-96.6894027963281
57.5,1,40.8111465928225,-96.6894027963281
57.6,1,40.8111465928225,-96.6894027963281
57.7,1,40.8111465928225,-96.6894027963281
57.8,1,40.8111465928225,-96.6894027963281
57.9,1,40.8111465928225,-96.6894027963281
58,1,40.8111465928225,-96.6894027963281
58.1,1,40.8111465928225,-96.6894027963281
58.2,1,40.8111465928225,-96.6894027963281
58.3,1,40.8111465928225,-96.6894027963281
58.4,1,40.8111465928225,-96.6894027963281
58.5,1,40.8111465928225,-96.6894027963281
58.6,1,40.8111465928225,-96.6894027963281
58.7,1,40.8111465928225,-96.6894027963281
58.8,1,40.8111465928225,-96.6894027963281
58.9,1,40.8111465928225,-96.6894027963281
59,1,40.8111465928225,-96.6894027963281
59.1,1,40.8111465928225,-96.6894027963281
59.2,1,40.8111465928225,-96.6894027963281
59.3,1,40.8111465928225,-96.6894027963281
59.4,1,40.8111465928225,-96.6894027963281
59.5,1,40.8111465928225,-96.6894027963281
59.6,1,40.8111465928225,-96.6894027963281
59.7,1,40.8111465928225,-96.6894027963281
59.8,1,40.8111465928225,-96.6894027963281
59.9,1,40.8111465928225,-96.6894027963281
60,1,40.8111465928225,-96.6894027963281
60.1,1,40.8111465928225,-96.6894027963281
60.2,1,40.8111465928225,-96.6894027963281
60.3,1,40.8111465928225,-96.6894027963281
60.4,1,40.8111465928225,-96.6894027963281
60.5,1,40.8111465928225,-96.6894027963281
60.6,1,40.8111465928225,-96.6894027963281
60.7,1,40.8111465928225,-96.6894027963281
60.8,1,40.8111465928225,-96.6894027963281
